"last_name, first_name",player_id,display_team_name,year,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted
"Renfroe, Hunter",592669,Brewers,2022,RF,-2,-2,0,1,-1,-2,0,-1,88%,89%,-1%
"Reyes, Victor",622682,Tigers,2022,RF,-1,-1,-1,0,0,0,-1,0,90%,91%,-1%
"Santander, Anthony",623993,Orioles,2022,RF,1,1,1,-1,0,1,1,0,87%,87%,0%
"Sheets, Gavin",657757,White Sox,2022,RF,-4,-4,0,-4,-1,1,-1,-3,85%,87%,-2%
"Soto, Juan",665742,---,2022,RF,-14,-15,-2,-1,-9,-4,-7,-8,85%,89%,-4%
"Suzuki, Seiya",673548,Cubs,2022,RF,-3,-3,-1,-2,-1,0,-2,-1,89%,90%,-1%
"Thomas, Lane",657041,Nationals,2022,CF,-2,-2,0,-1,0,-1,-2,0,87%,89%,-2%
"Tucker, Kyle",663656,Astros,2022,RF,4,5,1,-1,3,2,4,0,91%,90%,1%
"Varsho, Daulton",662139,D-backs,2022,RF,9,9,4,1,0,4,8,1,90%,85%,5%
"Verdugo, Alex",657077,Red Sox,2022,LF,-1,-1,0,-1,0,1,-1,0,83%,83%,0%
"Ward, Taylor",621493,Angels,2022,RF,2,2,1,0,0,1,2,1,89%,88%,1%
"Yastrzemski, Mike",573262,Giants,2022,CF,-1,-1,-1,0,0,-1,0,-1,84%,85%,-1%
