year,mlbam_id,name_savant,name_human,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,snapshot_date
2022,671289,"Freeman, Tyler",Tyler Freeman,123,0.5284552845528455,0.4715447154471545,0.1869918699186991,0.2601626016260163,0.024390243902439,0.3739837398373983,0.3495934959349593,0.2764227642276423,0.2357723577235772,0.1869918699186991,0.1056910569105691,0.1382113821138211,0.1626016260162602,0.1707317073170731,2026-06-05
2022,805808,"McGonigle, Kevin",Kevin McGonigle,191,0.3141361256544502,0.6858638743455497,0.3455497382198952,0.256544502617801,0.0837696335078534,0.3979057591623036,0.3769633507853403,0.225130890052356,0.1832460732984293,0.1099476439790576,0.0209424083769633,0.2146596858638743,0.2670157068062827,0.2041884816753926,2026-06-05
2022,802139,"Wetherholt, JJ",JJ Wetherholt,182,0.3846153846153846,0.6153846153846154,0.3186813186813186,0.2362637362637362,0.0604395604395604,0.4340659340659341,0.3516483516483517,0.2142857142857142,0.2527472527472527,0.0934065934065934,0.0384615384615384,0.1813186813186813,0.2582417582417582,0.1758241758241758,2026-06-05
2022,606466,"Marte, Ketel",Ketel Marte,197,0.4416243654822335,0.5583756345177665,0.2385786802030456,0.2741116751269035,0.0456852791878172,0.5431472081218274,0.2842639593908629,0.1725888324873096,0.2842639593908629,0.1269035532994923,0.0304568527918781,0.2588832487309644,0.1573604060913705,0.1421319796954314,2026-06-05
2022,693304,"Gonzales, Nick",Nick Gonzales,173,0.5317919075144508,0.4682080924855491,0.1791907514450867,0.2485549132947976,0.0404624277456647,0.4393063583815029,0.2716763005780346,0.2890173410404624,0.2890173410404624,0.1618497109826589,0.0809248554913294,0.1502890173410404,0.1098265895953757,0.2080924855491329,2026-06-05
2022,657757,"Sheets, Gavin",Gavin Sheets,127,0.4094488188976378,0.5905511811023622,0.2598425196850393,0.2204724409448819,0.1102362204724409,0.4015748031496063,0.3307086614173228,0.2677165354330709,0.1889763779527559,0.1574803149606299,0.0629921259842519,0.2125984251968504,0.1732283464566929,0.2047244094488189,2026-06-05
2022,701538,"Merrill, Jackson",Jackson Merrill,158,0.4113924050632911,0.5886075949367089,0.2531645569620253,0.2721518987341772,0.0632911392405063,0.3924050632911392,0.3417721518987341,0.2658227848101265,0.2025316455696202,0.1582278481012658,0.050632911392405,0.1898734177215189,0.1835443037974683,0.2151898734177215,2026-06-05
2022,682829,"De La Cruz, Elly",Elly De La Cruz,157,0.4522292993630573,0.5477707006369427,0.3184713375796178,0.2165605095541401,0.0127388535031847,0.2993630573248407,0.4012738853503185,0.2993630573248407,0.197452229299363,0.2038216560509554,0.0509554140127388,0.1019108280254776,0.197452229299363,0.2484076433121019,2026-06-05
2022,663886,"Stephenson, Tyler",Tyler Stephenson,105,0.2952380952380952,0.7047619047619048,0.3523809523809524,0.2571428571428571,0.0952380952380952,0.3333333333333333,0.3809523809523809,0.2857142857142857,0.1714285714285714,0.1047619047619047,0.019047619047619,0.1619047619047618,0.2761904761904761,0.2666666666666666,2026-06-05
2022,621020,"Swanson, Dansby",Dansby Swanson,149,0.4295302013422818,0.5704697986577182,0.3288590604026846,0.1677852348993288,0.0738255033557047,0.4630872483221476,0.3355704697986577,0.2013422818791946,0.2953020134228188,0.1140939597315436,0.0201342281879194,0.1677852348993288,0.2214765100671141,0.1812080536912751,2026-06-05
2022,663538,"Hoerner, Nico",Nico Hoerner,232,0.4008620689655172,0.5991379310344827,0.2198275862068965,0.293103448275862,0.0862068965517241,0.3060344827586206,0.4482758620689655,0.2456896551724137,0.1724137931034483,0.1767241379310344,0.0517241379310344,0.1336206896551723,0.271551724137931,0.1939655172413793,2026-06-05
